size,code_id,scope,EbNo_dB,metric,difference_definition,mean_paired_difference,seed_batch_sd,seed_batch_sem,ci95_low,ci95_high,n_seed_batches,ci_excludes_zero_in_additive_direction
N192_M96,C05,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.2911927083333333,0.004732452281924715,0.0014965328128943396,0.2878073159111982,0.2945781007554685,10,1
N192_M96,C05,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.893,0.023593784492248512,0.007461009761866462,0.8761220233250695,0.9098779766749305,10,1
N192_M96,C05,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.907,0.022135943621178638,0.006999999999999994,0.8911648998600213,0.9228351001399787,10,1
N192_M96,C05,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.2809010416666667,0.002522211562706925,0.0007975933278966485,0.27909676020692065,0.2827053231264127,10,1
N192_M96,C05,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.962,0.017511900715418277,0.005537749241945387,0.9494727408862433,0.9745272591137566,10,1
N192_M96,C05,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.968,0.01475729574745245,0.0046666666666666705,0.9574432665733476,0.9785567334266524,10,1
N192_M96,C05,per_EbNo,3.0,BER,pSA_minus_additive; positive_favors_additive,0.25914583333333335,0.004416292677212693,0.00139655436739149,0.2559866078678235,0.2623050587988432,10,1
N192_M96,C05,per_EbNo,3.0,FER,pSA_minus_additive; positive_favors_additive,0.9869999999999999,0.01159501808728407,0.00366666666666667,0.9787054237362015,0.9952945762637982,10,1
N192_M96,C05,per_EbNo,3.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9889999999999999,0.011972189997378658,0.0037859388972001857,0.9804356112055705,0.9975643887944292,10,1
N192_M96,C05,pooled_across_EbNo,,BER,pSA_minus_additive; positive_favors_additive,0.27707986111111116,0.0027565231392801355,0.0008716891543082782,0.27510796324691045,0.27905175897531187,10,1
N192_M96,C05,pooled_across_EbNo,,FER,pSA_minus_additive; positive_favors_additive,0.9473333333333335,0.010280029783306997,0.00325083085296173,0.939979443034079,0.954687223632588,10,1
N192_M96,C05,pooled_across_EbNo,,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9546666666666667,0.008635270767878001,0.002730712383876565,0.9484893660877859,0.9608439672455474,10,1
N192_M96,C06,per_EbNo,2.0,BER,pSA_minus_additive; positive_favors_additive,0.28440104166666663,0.005641973811493925,0.001784148774334228,0.2803650167372091,0.28843706659612417,10,1
N192_M96,C06,per_EbNo,2.0,FER,pSA_minus_additive; positive_favors_additive,0.8779999999999999,0.025298221281347056,0.008000000000000007,0.859902742697167,0.8960972573028327,10,1
N192_M96,C06,per_EbNo,2.0,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9,0.027487370837451064,0.008692269873603529,0.8803367194439669,0.9196632805560332,10,1
N192_M96,C06,per_EbNo,2.5,BER,pSA_minus_additive; positive_favors_additive,0.279765625,0.007380749240156099,0.002333997843745037,0.27448575505968614,0.2850454949403139,10,1
N192_M96,C06,per_EbNo,2.5,FER,pSA_minus_additive; positive_favors_additive,0.9550000000000001,0.030641293851417062,0.009689627902499089,0.9330805388349708,0.9769194611650294,10,1
N192_M96,C06,per_EbNo,2.5,syndrome_violation_rate,pSA_minus_additive; positive_favors_additive,0.9650000000000001,0.019578900207451233,0.006191391873668908,0.9509940985249433,0.9790059014750568,10,1
