size,anchor,variant,implementation_mode,lambda_mem,seed,EbNo_dB,BER,FER,syndrome_violation_rate,avg_syndrome_weight,BP_BER,BP_FER,n_trials,n_bits_total
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20292914,3.0,0.29604166666666665,1.0,1.0,25.096,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20300936,2.0,0.3279166666666667,1.0,1.0,25.744,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20300936,2.5,0.30741666666666667,1.0,1.0,25.512,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20300936,3.0,0.29985416666666664,1.0,1.0,25.348,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20308958,2.0,0.3312083333333333,1.0,1.0,25.696,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20308958,2.5,0.3122083333333333,1.0,1.0,25.4,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20308958,3.0,0.29670833333333335,1.0,1.0,24.952,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20316980,2.0,0.3279166666666667,1.0,1.0,25.744,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20316980,2.5,0.31464583333333335,1.0,1.0,25.276,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.9,20316980,3.0,0.29870833333333335,1.0,1.0,25.056,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20260826,2.0,0.32527083333333334,1.0,1.0,26.004,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20260826,2.5,0.3155,1.0,1.0,25.664,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20260826,3.0,0.30302083333333335,1.0,1.0,25.388,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20268848,2.0,0.3277291666666667,1.0,1.0,26.052,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20268848,2.5,0.31604166666666667,1.0,1.0,25.512,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20268848,3.0,0.3020833333333333,1.0,1.0,25.4,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20276870,2.0,0.3298125,1.0,1.0,25.924,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20276870,2.5,0.3168958333333333,1.0,1.0,25.412,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20276870,3.0,0.3048125,1.0,1.0,25.308,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20284892,2.0,0.3275208333333333,1.0,1.0,25.812,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20284892,2.5,0.31185416666666665,1.0,1.0,25.644,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20284892,3.0,0.2999791666666667,1.0,1.0,25.284,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20292914,2.0,0.3305625,1.0,1.0,26.004,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20292914,2.5,0.31566666666666665,1.0,1.0,25.696,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20292914,3.0,0.3041041666666667,1.0,1.0,25.196,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20300936,2.0,0.3284166666666667,1.0,1.0,25.976,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20300936,2.5,0.31604166666666667,1.0,1.0,25.512,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20300936,3.0,0.30064583333333333,1.0,1.0,25.364,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20308958,2.0,0.33279166666666665,1.0,1.0,26.032,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20308958,2.5,0.31247916666666664,1.0,1.0,25.692,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20308958,3.0,0.30164583333333334,1.0,1.0,25.324,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20316980,2.0,0.32964583333333336,1.0,1.0,26.02,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20316980,2.5,0.3144166666666667,1.0,1.0,25.64,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,0.95,20316980,3.0,0.30320833333333336,1.0,1.0,25.328,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20260826,2.0,0.33008333333333334,1.0,1.0,26.128,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20260826,2.5,0.3183958333333333,1.0,1.0,25.78,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20260826,3.0,0.3016875,1.0,1.0,25.372,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20268848,2.0,0.334,1.0,1.0,26.104,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20268848,2.5,0.31595833333333334,1.0,1.0,25.816,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20268848,3.0,0.307,1.0,1.0,25.424,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20276870,2.0,0.32839583333333333,1.0,1.0,25.932,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20276870,2.5,0.3168125,1.0,1.0,25.972,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20276870,3.0,0.303875,1.0,1.0,25.576,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20284892,2.0,0.33229166666666665,1.0,1.0,25.96,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20284892,2.5,0.31477083333333333,1.0,1.0,25.812,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20284892,3.0,0.2996666666666667,1.0,1.0,25.472,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20292914,2.0,0.3251041666666667,1.0,1.0,26.1,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20292914,2.5,0.3177291666666667,1.0,1.0,26.06,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20292914,3.0,0.30525,1.0,1.0,25.544,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20300936,2.0,0.33189583333333333,1.0,1.0,26.244,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20300936,2.5,0.31779166666666664,1.0,1.0,25.616,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20300936,3.0,0.30583333333333335,1.0,1.0,25.456,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20308958,2.0,0.3293333333333333,1.0,1.0,26.04,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20308958,2.5,0.31695833333333334,1.0,1.0,25.624,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20308958,3.0,0.29691666666666666,1.0,1.0,25.504,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20316980,2.0,0.334375,1.0,1.0,25.976,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20316980,2.5,0.31197916666666664,1.0,1.0,25.692,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.0,20316980,3.0,0.3009791666666667,1.0,1.0,25.5,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20260826,2.0,0.32747916666666665,1.0,1.0,26.356,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20260826,2.5,0.31354166666666666,1.0,1.0,26.08,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20260826,3.0,0.30654166666666666,1.0,1.0,25.648,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20268848,2.0,0.332625,1.0,1.0,26.336,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20268848,2.5,0.31664583333333335,1.0,1.0,26.196,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20268848,3.0,0.3051041666666667,1.0,1.0,25.644,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20276870,2.0,0.3333333333333333,1.0,1.0,26.232,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20276870,2.5,0.31795833333333334,1.0,1.0,25.944,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20276870,3.0,0.30245833333333333,1.0,1.0,25.792,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20284892,2.0,0.33339583333333334,1.0,1.0,26.5,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20284892,2.5,0.320375,1.0,1.0,26.32,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20284892,3.0,0.3062916666666667,1.0,1.0,25.776,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20292914,2.0,0.3300625,1.0,1.0,26.316,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20292914,2.5,0.317375,1.0,1.0,26.016,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20292914,3.0,0.3062916666666667,1.0,1.0,25.6,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20300936,2.0,0.3314166666666667,1.0,1.0,26.248,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20300936,2.5,0.31964583333333335,1.0,1.0,26.148,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20300936,3.0,0.30252083333333335,1.0,1.0,25.748,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20308958,2.0,0.33175,1.0,1.0,26.36,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20308958,2.5,0.31914583333333335,1.0,1.0,26.076,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20308958,3.0,0.30433333333333334,1.0,1.0,25.936,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20316980,2.0,0.33439583333333334,1.0,1.0,26.388,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20316980,2.5,0.3203125,1.0,1.0,26.036,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.1,20316980,3.0,0.30522916666666666,1.0,1.0,25.74,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20260826,2.0,0.3367291666666667,1.0,1.0,26.836,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20260826,2.5,0.3260208333333333,1.0,1.0,26.396,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20260826,3.0,0.3079375,1.0,1.0,26.308,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20268848,2.0,0.33970833333333333,1.0,1.0,26.784,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20268848,2.5,0.3219375,1.0,1.0,26.364,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20268848,3.0,0.3094166666666667,1.0,1.0,26.408,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20276870,2.0,0.33660416666666665,1.0,1.0,26.764,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20276870,2.5,0.323875,1.0,1.0,26.624,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20276870,3.0,0.3087708333333333,1.0,1.0,26.324,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20284892,2.0,0.3332291666666667,1.0,1.0,26.58,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20284892,2.5,0.32414583333333336,1.0,1.0,26.596,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20284892,3.0,0.3081875,1.0,1.0,26.22,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20292914,2.0,0.3348333333333333,1.0,1.0,26.816,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20292914,2.5,0.3236875,1.0,1.0,26.436,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20292914,3.0,0.30733333333333335,1.0,1.0,26.24,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20300936,2.0,0.3340416666666667,1.0,1.0,26.656,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20300936,2.5,0.31854166666666667,1.0,1.0,26.568,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20300936,3.0,0.305,1.0,1.0,26.184,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20308958,2.0,0.3315208333333333,1.0,1.0,26.764,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20308958,2.5,0.32608333333333334,1.0,1.0,26.456,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20308958,3.0,0.30666666666666664,1.0,1.0,26.2,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20316980,2.0,0.33377083333333335,1.0,1.0,26.572,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20316980,2.5,0.3203125,1.0,1.0,26.404,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.25,20316980,3.0,0.30772916666666666,1.0,1.0,26.172,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20260826,2.0,0.33908333333333335,1.0,1.0,27.12,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20260826,2.5,0.32158333333333333,1.0,1.0,26.696,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20260826,3.0,0.31254166666666666,1.0,1.0,26.552,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20268848,2.0,0.335625,1.0,1.0,27.072,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20268848,2.5,0.32279166666666664,1.0,1.0,26.8,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20268848,3.0,0.3122083333333333,1.0,1.0,26.784,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20276870,2.0,0.33841666666666664,1.0,1.0,27.032,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20276870,2.5,0.3252291666666667,1.0,1.0,26.716,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20276870,3.0,0.30783333333333335,1.0,1.0,26.504,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20284892,2.0,0.3337291666666667,1.0,1.0,26.828,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20284892,2.5,0.3265208333333333,1.0,1.0,26.844,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20284892,3.0,0.307375,1.0,1.0,26.64,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20292914,2.0,0.33308333333333334,1.0,1.0,27.104,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20292914,2.5,0.31716666666666665,1.0,1.0,26.704,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20292914,3.0,0.31104166666666666,1.0,1.0,26.496,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20300936,2.0,0.33910416666666665,1.0,1.0,27.012,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20300936,2.5,0.31879166666666664,1.0,1.0,27.056,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20300936,3.0,0.3084166666666667,1.0,1.0,26.656,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20308958,2.0,0.338875,1.0,1.0,27.016,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20308958,2.5,0.32345833333333335,1.0,1.0,26.904,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20308958,3.0,0.31045833333333334,1.0,1.0,26.544,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20316980,2.0,0.3375416666666667,1.0,1.0,26.84,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20316980,2.5,0.3260416666666667,1.0,1.0,26.608,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,normalized,lambda_pSA_normalized,1.4,20316980,3.0,0.3058125,1.0,1.0,26.548,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20260826,2.0,0.30345833333333333,1.0,1.0,21.248,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20260826,2.5,0.2826666666666667,1.0,1.0,20.752,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20260826,3.0,0.2577291666666667,0.996,0.996,19.26,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20268848,2.0,0.30135416666666665,1.0,1.0,21.684,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20268848,2.5,0.2883541666666667,1.0,1.0,20.58,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20268848,3.0,0.2582291666666667,1.0,1.0,19.74,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20276870,2.0,0.30214583333333334,1.0,1.0,21.356,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20276870,2.5,0.2820416666666667,1.0,1.0,20.688,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20276870,3.0,0.2589166666666667,1.0,1.0,19.872,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20284892,2.0,0.30120833333333336,1.0,1.0,21.584,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20284892,2.5,0.2811666666666667,1.0,1.0,20.496,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20284892,3.0,0.262,1.0,1.0,19.688,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20292914,2.0,0.3057708333333333,1.0,1.0,21.292,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20292914,2.5,0.2835,0.996,0.996,20.632,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20292914,3.0,0.25545833333333334,1.0,1.0,19.544,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20300936,2.0,0.30235416666666665,1.0,1.0,21.42,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20300936,2.5,0.27889583333333334,1.0,1.0,20.468,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20300936,3.0,0.2580625,1.0,1.0,19.94,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20308958,2.0,0.30364583333333334,1.0,1.0,21.652,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20308958,2.5,0.27941666666666665,1.0,1.0,20.696,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20308958,3.0,0.25677083333333334,1.0,1.0,19.508,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20316980,2.0,0.3019375,1.0,1.0,21.38,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20316980,2.5,0.27910416666666665,1.0,1.0,20.54,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.0,20316980,3.0,0.25675,1.0,1.0,19.512,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20260826,2.0,0.3035,1.0,0.98,20.848,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20260826,2.5,0.28077083333333336,1.0,0.992,20.228,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20260826,3.0,0.25477083333333334,1.0,0.988,18.956,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20268848,2.0,0.29733333333333334,1.0,0.992,21.2,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20268848,2.5,0.27679166666666666,1.0,0.996,20.488,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20268848,3.0,0.25354166666666667,1.0,0.992,19.416,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20276870,2.0,0.2994791666666667,1.0,0.992,21.348,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20276870,2.5,0.27591666666666664,1.0,0.988,20.216,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20276870,3.0,0.2508125,1.0,1.0,19.476,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20284892,2.0,0.2952916666666667,1.0,0.996,21.144,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20284892,2.5,0.2738125,1.0,0.988,20.516,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20284892,3.0,0.25564583333333335,1.0,1.0,19.652,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20292914,2.0,0.2977916666666667,1.0,0.992,21.352,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20292914,2.5,0.276375,1.0,1.0,20.48,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20292914,3.0,0.2510833333333333,1.0,1.0,19.12,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20300936,2.0,0.2929583333333333,1.0,0.996,21.392,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20300936,2.5,0.274875,1.0,1.0,20.52,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20300936,3.0,0.24797916666666667,1.0,0.996,19.132,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20308958,2.0,0.30304166666666665,1.0,0.984,21.048,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20308958,2.5,0.2776458333333333,1.0,0.992,20.548,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20308958,3.0,0.2537916666666667,1.0,0.996,19.416,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20316980,2.0,0.29720833333333335,1.0,1.0,21.368,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20316980,2.5,0.27347916666666666,1.0,1.0,20.428,0.004305208333333334,0.0544,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.5,20316980,3.0,0.2510833333333333,1.0,1.0,19.184,0.0010979166666666667,0.0158,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.8,20260826,2.0,0.35975,1.0,0.656,14.016,0.014819791666666667,0.1716,250,48000
N192_M96,lambda,gain_only,gain_only_pSA,0.8,20260826,2.5,0.3331458333333333,1.0,0.716,14.74,0.004305208333333334,0.0544,250,48000
