size,anchor,variant,implementation_mode,lambda_mem,seed,EbNo_dB,BER,FER,syndrome_violation_rate,avg_syndrome_weight,BP_BER,BP_FER,n_trials,n_bits_total
N288_M144,lambda,pSA,pSA,0.0,20308958,2.0,0.32827083333333335,1.0,1.0,47.496,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20308958,2.5,0.3229444444444444,1.0,1.0,47.396,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20308958,3.0,0.31685416666666666,1.0,1.0,47.208,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20316980,2.0,0.32712152777777775,1.0,1.0,47.253,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20316980,2.5,0.3220208333333333,1.0,1.0,47.304,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20316980,3.0,0.3172465277777778,1.0,1.0,47.283,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20325002,2.0,0.3284097222222222,1.0,1.0,47.46,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20325002,2.5,0.32105208333333335,1.0,1.0,47.339,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20325002,3.0,0.3163402777777778,1.0,1.0,47.384,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20333024,2.0,0.3266423611111111,1.0,1.0,47.413,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20333024,2.5,0.32316319444444447,1.0,1.0,47.455,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,pSA,pSA,0.0,20333024,3.0,0.31800347222222225,1.0,1.0,47.313,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20260826,2.0,0.01917013888888889,0.171,0.166,0.623,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20260826,2.5,0.003045138888888889,0.038,0.034,0.111,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20260826,3.0,0.00047222222222222224,0.007,0.007,0.02,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20268848,2.0,0.01639583333333333,0.159,0.158,0.588,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20268848,2.5,0.004413194444444444,0.05,0.049,0.167,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20268848,3.0,0.0005868055555555556,0.008,0.007,0.021,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20276870,2.0,0.018913194444444444,0.167,0.164,0.621,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20276870,2.5,0.003892361111111111,0.04,0.04,0.135,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20276870,3.0,0.0006631944444444444,0.008,0.008,0.027,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20284892,2.0,0.019072916666666665,0.169,0.166,0.617,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20284892,2.5,0.004260416666666667,0.047,0.046,0.153,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20284892,3.0,0.0002534722222222222,0.003,0.003,0.011,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20292914,2.0,0.019368055555555555,0.17,0.169,0.654,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20292914,2.5,0.004986111111111111,0.048,0.046,0.19,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20292914,3.0,0.0006388888888888889,0.008,0.007,0.032,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20300936,2.0,0.01670486111111111,0.16,0.159,0.601,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20300936,2.5,0.003395833333333333,0.038,0.037,0.126,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20300936,3.0,0.0009479166666666667,0.013,0.012,0.029,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20308958,2.0,0.018725694444444444,0.173,0.172,0.619,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20308958,2.5,0.005170138888888889,0.055,0.054,0.191,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20308958,3.0,0.0005694444444444445,0.01,0.01,0.026,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20316980,2.0,0.016732638888888887,0.154,0.15,0.547,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20316980,2.5,0.0032569444444444443,0.04,0.036,0.136,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20316980,3.0,0.00011458333333333333,0.002,0.002,0.005,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20325002,2.0,0.01898611111111111,0.175,0.172,0.668,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20325002,2.5,0.00440625,0.046,0.045,0.169,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20325002,3.0,0.00090625,0.011,0.011,0.029,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20333024,2.0,0.01790625,0.16,0.159,0.593,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20333024,2.5,0.0035555555555555557,0.035,0.034,0.124,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,additive,lambda_pSA,0.9,20333024,3.0,0.00038888888888888887,0.005,0.004,0.012,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20260826,2.0,0.3430243055555556,1.0,1.0,51.031,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20260826,2.5,0.3369756944444444,1.0,1.0,50.855,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20260826,3.0,0.3345590277777778,1.0,1.0,50.673,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20268848,2.0,0.3427048611111111,1.0,1.0,50.945,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20268848,2.5,0.3376458333333333,1.0,1.0,50.946,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20268848,3.0,0.33202430555555557,1.0,1.0,50.831,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20276870,2.0,0.3444652777777778,1.0,1.0,50.946,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20276870,2.5,0.3373263888888889,1.0,1.0,50.814,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20276870,3.0,0.33344444444444443,1.0,1.0,50.832,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20284892,2.0,0.3428923611111111,1.0,1.0,51.127,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20284892,2.5,0.33910069444444446,1.0,1.0,50.741,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20284892,3.0,0.33402430555555557,1.0,1.0,50.895,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20292914,2.0,0.34416319444444443,1.0,1.0,50.865,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20292914,2.5,0.3390798611111111,1.0,1.0,50.911,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20292914,3.0,0.33369444444444446,1.0,1.0,50.752,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20300936,2.0,0.34297916666666667,1.0,1.0,50.904,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20300936,2.5,0.33953819444444444,1.0,1.0,50.887,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20300936,3.0,0.33527083333333335,1.0,1.0,50.778,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20308958,2.0,0.3436111111111111,1.0,1.0,50.964,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20308958,2.5,0.3375138888888889,1.0,1.0,50.908,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20308958,3.0,0.33486458333333335,1.0,1.0,50.825,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20316980,2.0,0.34231944444444445,1.0,1.0,51.012,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20316980,2.5,0.33688541666666666,1.0,1.0,50.783,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20316980,3.0,0.33147569444444447,1.0,1.0,50.767,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20325002,2.0,0.3429201388888889,1.0,1.0,50.775,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20325002,2.5,0.3382395833333333,1.0,1.0,50.831,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20325002,3.0,0.33370833333333333,1.0,1.0,50.82,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20333024,2.0,0.3413819444444444,1.0,1.0,51.056,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20333024,2.5,0.3401909722222222,1.0,1.0,50.979,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,normalized,lambda_pSA_normalized,0.9,20333024,3.0,0.3322222222222222,1.0,1.0,50.898,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20260826,2.0,0.3279270833333333,1.0,1.0,47.165,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20260826,2.5,0.32205555555555554,1.0,1.0,47.182,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20260826,3.0,0.3141597222222222,1.0,1.0,47.028,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20268848,2.0,0.3280972222222222,1.0,1.0,47.276,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20268848,2.5,0.3230798611111111,1.0,1.0,47.171,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20268848,3.0,0.3160972222222222,1.0,1.0,47.022,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20276870,2.0,0.3282673611111111,1.0,1.0,47.399,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20276870,2.5,0.3235034722222222,1.0,1.0,46.959,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20276870,3.0,0.3166111111111111,1.0,1.0,47.176,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20284892,2.0,0.32947569444444447,1.0,1.0,47.401,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20284892,2.5,0.32236805555555553,1.0,1.0,47.292,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20284892,3.0,0.31616319444444446,1.0,1.0,47.227,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20292914,2.0,0.32813194444444443,1.0,1.0,47.338,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20292914,2.5,0.32356944444444447,1.0,1.0,47.398,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20292914,3.0,0.31694097222222223,1.0,1.0,47.023,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20300936,2.0,0.32953819444444443,1.0,1.0,47.337,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20300936,2.5,0.3205868055555556,1.0,1.0,47.251,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20300936,3.0,0.31638541666666664,1.0,1.0,47.019,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20308958,2.0,0.32848958333333333,1.0,1.0,47.347,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20308958,2.5,0.32220486111111113,1.0,1.0,47.173,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20308958,3.0,0.31495833333333334,1.0,1.0,46.728,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20316980,2.0,0.32719791666666664,1.0,1.0,47.275,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20316980,2.5,0.3215868055555556,1.0,1.0,47.103,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20316980,3.0,0.3158958333333333,1.0,1.0,46.866,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20325002,2.0,0.32835416666666667,1.0,1.0,47.198,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20325002,2.5,0.3228576388888889,1.0,1.0,47.145,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20325002,3.0,0.3160625,1.0,1.0,47.162,0.0005909722222222222,0.0102,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20333024,2.0,0.3289097222222222,1.0,1.0,47.228,0.010990972222222221,0.1402,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20333024,2.5,0.32425,1.0,1.0,47.096,0.0025611111111111112,0.035,1000,288000
N288_M144,lambda,gain_only,gain_only_pSA,0.9,20333024,3.0,0.31558680555555557,1.0,1.0,47.095,0.0005909722222222222,0.0102,1000,288000
